road	R604
km	4.551
type	Box Culvert
lrpName	LRP005a
name	.
length	3.69
condition	A
structureNr	100331
est cost	0
roadName	Tebunia-Chatmohor-Handial-Hamkuria Road
chainage	4.551
width	7.35
constructionYear	2003
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.103333333333335
lon	89.23611111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100331&vRoadID=141&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100331&vRoadID=141&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100331&vRoadID=141&vSurveyYear=2004&vSubdivID=310
