road	R151
km	2.115
type	Slab Culvert
lrpName	LRP002a
name	TALTULY SLAB CULVERT
length	1.8
condition	B
structureNr	104877
est cost	1.8
roadName	Baraiyerhat-Karerhat-Heako-Narayanhat-Fatikchhari (Haidchokia) Road
chainage	2.115
width	9.1
constructionYear	1978
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.911166666666666
lon	91.54083333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104877&vRoadID=79&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104877&vRoadID=79&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104877&vRoadID=79&vSurveyYear=2004&vSubdivID=271
