road	Z5069
km	0.479
type	RCC Girder Bridge
lrpName	LRPSc
name	TURAG BRIDGE-2
length	29
condition	B
structureNr	107572
est cost	0.55
roadName	Turag-Ruhitpur-Baorvita Road
chainage	0.479
width	5.25
constructionYear	1999
spans	2
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.78638888888889
lon	90.31075
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107572&vRoadID=179&vSurveyYear=2004&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107572&vRoadID=179&vSurveyYear=2004&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107572&vRoadID=179&vSurveyYear=2004&vSubdivID=510
