road	Z1050
km	0.184
type	Slab Culvert
lrpName	LRPSa
name	SONAPUR CULVERT
length	3
condition	A
structureNr	113712
est cost	0
roadName	Kaliapara-Kachua Road
chainage	0.184
width	4.7
constructionYear	1978
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Hajigonj
lat	23.250777777777778
lon	90.95677777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113712&vRoadID=487&vSurveyYear=2004&vSubdivID=542
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113712&vRoadID=487&vSurveyYear=2004&vSubdivID=542
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113712&vRoadID=487&vSurveyYear=2004&vSubdivID=542
