road	Z5851
km	17.3
type	Box Culvert
lrpName	LRP017a
name	.
length	3
condition	B
structureNr	115648
est cost	0.3
roadName	Birampur-Nawabganj-Bhaduria Road
chainage	17.3
width	7.5
constructionYear	1996
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.37247222222222
lon	89.12491666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115648&vRoadID=672&vSurveyYear=2006&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115648&vRoadID=672&vSurveyYear=2006&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115648&vRoadID=672&vSurveyYear=2006&vSubdivID=297
