road	N204
km	10.965
type	Box Culvert
lrpName	LRP012c
name	SHOT CHORY FOREST CULVERT
length	1.4
condition	B
structureNr	104061
est cost	0.3
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	10.965
width	9.73
constructionYear	1964
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.128416666666666
lon	91.43177777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104061&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104061&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104061&vRoadID=12&vSurveyYear=2004&vSubdivID=552
