road	N204
km	1.81
type	Slab Culvert
lrpName	LRP002a
name	DOKHIR SHURMA CULVERT
length	9.5
condition	B
structureNr	104051
est cost	0.17
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	1.81
width	7.88
constructionYear	2002
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.137
lon	91.35155555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104051&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104051&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104051&vRoadID=12&vSurveyYear=2004&vSubdivID=552
