road	N204
km	17.563
type	Box Culvert
lrpName	LRP020c
name	CHANDRI CULVERT
length	1.8
condition	A
structureNr	104066
est cost	0
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	17.563
width	9.05
constructionYear	1978
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.1445
lon	91.48341666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104066&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104066&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104066&vRoadID=12&vSurveyYear=2004&vSubdivID=552
