index,id,drive_time,replication,scenario
5588,Truck5760,215,1,2
5589,Truck5761,215,1,2
5590,Truck5762,215,1,2
5591,Truck5763,215,1,2
5592,Truck5764,215,1,2
5593,Truck5765,215,1,2
5594,Truck5766,215,1,2
5595,Truck5767,215,1,2
5596,Truck5768,215,1,2
5597,Truck5769,215,1,2
5598,Truck5770,215,1,2
5599,Truck5771,215,1,2
5600,Truck5772,215,1,2
5601,Truck5773,215,1,2
5602,Truck5774,215,1,2
5603,Truck5775,215,1,2
5604,Truck5776,215,1,2
5605,Truck5777,215,1,2
5606,Truck5778,215,1,2
5607,Truck5779,215,1,2
5608,Truck5780,215,1,2
5609,Truck5781,215,1,2
5610,Truck5782,215,1,2
5611,Truck5783,215,1,2
5612,Truck5784,215,1,2
5613,Truck5785,215,1,2
5614,Truck5786,215,1,2
5615,Truck5787,215,1,2
5616,Truck5788,215,1,2
5617,Truck5789,215,1,2
5618,Truck5790,215,1,2
5619,Truck5791,215,1,2
5620,Truck5792,215,1,2
5621,Truck5793,215,1,2
5622,Truck5794,215,1,2
5623,Truck5795,215,1,2
5624,Truck5796,215,1,2
5625,Truck5797,215,1,2
5626,Truck5798,215,1,2
5627,Truck5799,215,1,2
5628,Truck5800,215,1,2
5629,Truck5801,215,1,2
5630,Truck5802,215,1,2
5631,Truck5803,215,1,2
5632,Truck5804,215,1,2
5633,Truck5805,215,1,2
5634,Truck5806,215,1,2
5635,Truck5807,215,1,2
5636,Truck5808,215,1,2
5637,Truck5809,215,1,2
5638,Truck5810,215,1,2
5639,Truck5811,215,1,2
5640,Truck5812,215,1,2
5641,Truck5813,215,1,2
5642,Truck5814,215,1,2
5643,Truck5815,215,1,2
5644,Truck5816,215,1,2
5645,Truck5817,215,1,2
5646,Truck5818,215,1,2
5647,Truck5819,215,1,2
5648,Truck5820,215,1,2
5649,Truck5821,215,1,2
5650,Truck5822,215,1,2
5651,Truck5823,215,1,2
5652,Truck5824,215,1,2
5653,Truck5825,215,1,2
5654,Truck5826,215,1,2
