0,Truck2881,233,1,2
1,Truck2880,242,1,2
2,Truck2882,258,1,2
3,Truck2883,262,1,2
4,Truck2887,247,1,2
5,Truck2889,237,1,2
6,Truck2885,262,1,2
7,Truck2890,238,1,2
8,Truck2886,259,1,2
9,Truck2888,249,1,2
10,Truck2884,275,1,2
11,Truck2892,246,1,2
12,Truck2895,231,1,2
13,Truck2894,240,1,2
14,Truck2893,246,1,2
15,Truck2891,261,1,2
16,Truck2898,234,1,2
17,Truck2899,238,1,2
18,Truck2896,269,1,2
19,Truck2901,245,1,2
20,Truck2897,266,1,2
21,Truck2904,237,1,2
22,Truck2905,241,1,2
23,Truck2900,267,1,2
24,Truck2903,259,1,2
25,Truck2908,234,1,2
26,Truck2902,265,1,2
27,Truck2909,247,1,2
28,Truck2910,244,1,2
29,Truck2907,263,1,2
30,Truck2911,245,1,2
31,Truck2906,273,1,2
32,Truck2914,236,1,2
33,Truck2916,233,1,2
34,Truck2915,245,1,2
35,Truck2917,235,1,2
36,Truck2913,257,1,2
37,Truck2912,268,1,2
38,Truck2922,231,1,2
39,Truck2919,250,1,2
40,Truck2920,245,1,2
41,Truck2921,246,1,2
42,Truck2918,273,1,2
43,Truck2927,233,1,2
44,Truck2926,241,1,2
45,Truck2925,251,1,2
46,Truck2924,258,1,2
47,Truck2931,231,1,2
48,Truck2928,247,1,2
49,Truck2923,275,1,2
50,Truck2933,236,1,2
51,Truck2929,261,1,2
52,Truck2930,257,1,2
53,Truck2932,253,1,2
54,Truck2935,238,1,2
55,Truck2934,260,1,2
56,Truck2937,256,1,2
57,Truck2942,234,1,2
58,Truck2936,265,1,2
59,Truck2940,251,1,2
60,Truck2941,248,1,2
61,Truck2938,265,1,2
62,Truck2943,241,1,2
63,Truck2939,264,1,2
64,Truck2944,240,1,2
65,Truck2949,237,1,2
66,Truck2945,259,1,2
67,Truck2950,236,1,2
68,Truck2948,249,1,2
69,Truck2947,261,1,2
70,Truck2946,269,1,2
71,Truck2953,240,1,2
72,Truck2952,249,1,2
73,Truck2954,246,1,2
74,Truck2955,247,1,2
75,Truck2951,270,1,2
76,Truck2959,233,1,2
77,Truck2956,260,1,2
78,Truck2958,251,1,2
79,Truck2961,236,1,2
80,Truck2962,232,1,2
81,Truck2957,271,1,2
82,Truck2964,248,1,2
83,Truck2960,271,1,2
84,Truck2969,231,1,2
85,Truck2963,263,1,2
86,Truck2966,254,1,2
87,Truck2967,253,1,2
88,Truck2968,254,1,2
89,Truck2965,273,1,2
90,Truck2971,249,1,2
91,Truck2974,236,1,2
92,Truck2970,260,1,2
93,Truck2972,254,1,2
94,Truck2973,263,1,2
95,Truck2979,234,1,2
96,Truck2976,250,1,2
97,Truck2975,270,1,2
98,Truck2982,235,1,2
99,Truck2977,261,1,2
100,Truck2981,243,1,2
101,Truck2984,233,1,2
102,Truck2978,268,1,2
103,Truck2985,234,1,2
104,Truck2980,274,1,2
105,Truck2983,263,1,2
106,Truck2991,233,1,2
107,Truck2986,267,1,2
108,Truck2988,261,1,2
109,Truck2990,251,1,2
110,Truck2992,244,1,2
111,Truck2989,261,1,2
112,Truck2987,275,1,2
113,Truck2993,247,1,2
114,Truck2999,231,1,2
115,Truck2998,240,1,2
116,Truck2994,264,1,2
117,Truck2996,263,1,2
118,Truck2995,275,1,2
119,Truck3001,245,1,2
120,Truck3002,246,1,2
121,Truck3004,239,1,2
122,Truck2997,275,1,2
123,Truck3000,268,1,2
124,Truck3003,253,1,2
125,Truck3008,238,1,2
126,Truck3005,254,1,2
127,Truck3011,235,1,2
128,Truck3010,241,1,2
129,Truck3006,267,1,2
130,Truck3007,264,1,2
131,Truck3009,269,1,2
132,Truck3015,249,1,2
133,Truck3012,266,1,2
134,Truck3016,246,1,2
135,Truck3019,233,1,2
136,Truck3013,268,1,2
137,Truck3014,265,1,2
138,Truck3017,255,1,2
139,Truck3021,238,1,2
140,Truck3020,249,1,2
141,Truck3018,263,1,2
142,Truck3022,250,1,2
143,Truck3023,259,1,2
144,Truck3024,255,1,2
145,Truck3026,247,1,2
146,Truck3025,262,1,2
147,Truck3030,237,1,2
148,Truck3031,236,1,2
149,Truck3028,260,1,2
150,Truck3027,273,1,2
151,Truck3029,267,1,2
152,Truck3032,253,1,2
153,Truck3033,257,1,2
154,Truck3036,249,1,2
155,Truck3039,236,1,2
156,Truck3038,246,1,2
157,Truck3034,269,1,2
158,Truck3037,254,1,2
159,Truck3043,231,1,2
160,Truck3035,274,1,2
161,Truck3042,239,1,2
162,Truck3041,246,1,2
163,Truck3040,271,1,2
164,Truck3046,261,1,2
165,Truck3044,275,1,2
166,Truck3049,253,1,2
167,Truck3045,274,1,2
168,Truck3047,272,1,2
169,Truck3048,274,1,2
170,Truck3051,259,1,2
171,Truck3053,251,1,2
172,Truck3050,267,1,2
173,Truck3052,260,1,2
174,Truck3054,256,1,2
175,Truck3057,244,1,2
176,Truck3059,240,1,2
177,Truck3060,238,1,2
178,Truck3058,249,1,2
179,Truck3063,231,1,2
180,Truck3056,267,1,2
181,Truck3055,275,1,2
182,Truck3061,259,1,2
183,Truck3066,235,1,2
184,Truck3064,254,1,2
185,Truck3062,269,1,2
186,Truck3065,265,1,2
187,Truck3067,260,1,2
