road	R505
km	10.52
type	Box Culvert
lrpName	LRP010b
name	.
length	3.5
condition	A
structureNr	117856
est cost	0
roadName	Nabinagar-EPZ-Kaliakoir (Chandra) Road
chainage	10.52
width	12.5
constructionYear	1993
spans	1
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Nayarhat
lat	23.99977777777778
lon	90.25280555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117856&vRoadID=122&vSurveyYear=2006&vSubdivID=516
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117856&vRoadID=122&vSurveyYear=2006&vSubdivID=516
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117856&vRoadID=122&vSurveyYear=2006&vSubdivID=516
