road	Z1425
km	0.65
type	Box Culvert
lrpName	LRPSb
name	.
length	3.65
condition	A
structureNr	117310
est cost	0
roadName	Boktarmunshi-Kazirhat-Daganbhuiyan Road
chainage	0.65
width	6.45
constructionYear	1999
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-1
lat	22.901805555555555
lon	91.39658333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117310&vRoadID=525&vSurveyYear=2006&vSubdivID=545
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117310&vRoadID=525&vSurveyYear=2006&vSubdivID=545
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117310&vRoadID=525&vSurveyYear=2006&vSubdivID=545
