road	Z1703
km	0.804
type	Baily with Steel Deck
lrpName	LRPSc
name	Sholkata Bridge
length	9.1
condition	D
structureNr	121222
est cost	104.5
roadName	Anwara - Tailardwip Ferryghat Road
chainage	0.804
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.2170827 
lon	91.8917774 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121222&vRoadID=327&vSurveyYear=2013&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121222&vRoadID=327&vSurveyYear=2013&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121222&vRoadID=327&vSurveyYear=2013&vSubdivID=281
