road	Z1703
km	0.012
type	Box Culvert
lrpName	LRPSa
name	AWARA MORE
length	3.6
condition	A
structureNr	107885
est cost	0
roadName	Anwara - Tailardwip Ferryghat Road
chainage	0.012
width	6.1
constructionYear	1980
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.223166666666664
lon	91.88952777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107885&vRoadID=327&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107885&vRoadID=327&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107885&vRoadID=327&vSurveyYear=2004&vSubdivID=281
