road	R371
km	17.774
type	Box Culvert
lrpName	LRP018b
name	KAKNI BOX CULVERT
length	3.2
condition	B
structureNr	108295
est cost	0.8
roadName	Sherpur-Nakla-Phulpur-Mymensingh (Raghurampur) Road
chainage	17.774
width	7.2
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Phulpur
lat	24.90611111111111
lon	90.39141666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108295&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108295&vRoadID=116&vSurveyYear=2004&vSubdivID=531
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108295&vRoadID=116&vSurveyYear=2004&vSubdivID=531
