road	R164
km	1.778
type	Arch Masonry
lrpName	LRP001d
name	HAZIR TAK ARCH MASONRY
length	5.6
condition	B
structureNr	106789
est cost	0.18
roadName	Baraichhari-Kaptai Road
chainage	1.778
width	10
constructionYear	1962
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.50911111111111
lon	92.15061111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106789&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106789&vRoadID=85&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106789&vRoadID=85&vSurveyYear=2004&vSubdivID=269
