road	Z7021
km	7.226
type	Slab Culvert
lrpName	LRP008a
name	.
length	1.4
condition	C
structureNr	109040
est cost	0.11
roadName	Arpara-Kaliganj Road
chainage	7.226
width	9.7
constructionYear	1996
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.387777777777778
lon	89.30888888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109040&vRoadID=734&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109040&vRoadID=734&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109040&vRoadID=734&vSurveyYear=2004&vSubdivID=330
