road	Z1032
km	0.843
type	Slab Culvert
lrpName	LRPSc
name	CHAGAL NAIYA 3
length	3
condition	B
structureNr	106728
est cost	0.6
roadName	Chhagalnaiya-Muhuriganj Road
chainage	0.843
width	6.75
constructionYear	1965
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-2
lat	23.031888888888886
lon	91.51452777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106728&vRoadID=521&vSurveyYear=2004&vSubdivID=546
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106728&vRoadID=521&vSurveyYear=2004&vSubdivID=546
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106728&vRoadID=521&vSurveyYear=2004&vSubdivID=546
