road	Z1420
km	0.27
type	RCC Girder Bridge
lrpName	LRPSa
name	College Road Bridge
length	8.4
condition	C
structureNr	121534
est cost	1.972
roadName	Choumohoni-Chhaterpaya Road
chainage	0.27
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.9478608 
lon	91.1232216 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121534&vRoadID=506&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121534&vRoadID=506&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121534&vRoadID=506&vSurveyYear=2013&vSubdivID=549
