road	Z2831
km	0.046
type	RCC Girder Bridge
lrpName	LRPSb
name	
length	7.7
condition	B
structureNr	121558
est cost	0.389
roadName	Vadeshwar-Mirganj-Manikona-Fenchuganj Road
chainage	0.046
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.7559444 
lon	92.018666 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121558&vRoadID=1235&vSurveyYear=2013&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121558&vRoadID=1235&vSurveyYear=2013&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121558&vRoadID=1235&vSurveyYear=2013&vSubdivID=562
