road	Z2831
km	6.98
type	RCC Girder Bridge
lrpName	LRP006e
name	.
length	16
condition	B
structureNr	117624
est cost	0.15
roadName	Vadeshwar-Mirganj-Fenchuganj Road
chainage	6.98
width	4
constructionYear	1991
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.72
lon	91.98666666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117624&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117624&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117624&vRoadID=370&vSurveyYear=2006&vSubdivID=562
