road	Z2831
km	0.23
type	RCC Girder Bridge
lrpName	LRPSb
name	.
length	7.7
condition	B
structureNr	117607
est cost	0.2
roadName	Vadeshwar-Mirganj-Fenchuganj Road
chainage	0.23
width	4.9
constructionYear	2001
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.75722222222222
lon	92.01916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117607&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117607&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117607&vRoadID=370&vSurveyYear=2006&vSubdivID=562
