road	Z2831
km	6.9
type	Box Culvert
lrpName	LRP006d
name	.
length	1.5
condition	A
structureNr	117623
est cost	0
roadName	Vadeshwar-Mirganj-Fenchuganj Road
chainage	6.9
width	4
constructionYear	1991
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.72083333333333
lon	91.98722222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117623&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117623&vRoadID=370&vSurveyYear=2006&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117623&vRoadID=370&vSurveyYear=2006&vSubdivID=562
