road	R281
km	75.361
type	PC Girder Bridge
lrpName	LRP076c
name	DOBAG BAZAR PC GIDER BRIDGE
length	14.5
condition	A
structureNr	100365
est cost	0
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	75.361
width	10
constructionYear	1986
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.880194444444445
lon	92.2068888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100365&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100365&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100365&vRoadID=102&vSurveyYear=2004&vSubdivID=562
