road	R281
km	71.036
type	RCC Girder Bridge
lrpName	LRP072a
name	KAKORDIA RCC GIRDER BRIDGE
length	16.9
condition	A
structureNr	100352
est cost	0
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	71.036
width	3.9
constructionYear	1962
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.856305555555558
lon	92.18552777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100352&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100352&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100352&vRoadID=102&vSurveyYear=2004&vSubdivID=562
