road	R281
km	75.823
type	PC Girder Bridge
lrpName	LRP077c
name	Shaola Bridge
length	224.5
condition	C
structureNr	120758
est cost	14.676
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	75.823
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.8854719 
lon	92.2078611 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120758&vRoadID=102&vSurveyYear=2013&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120758&vRoadID=102&vSurveyYear=2013&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120758&vRoadID=102&vSurveyYear=2013&vSubdivID=562
