road	R281
km	75.823
type	PC Girder Bridge
lrpName	LRP077c
name	SUEULA BRIDGE
length	224.4
condition	B
structureNr	100373
est cost	0.78
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	75.823
width	9.1
constructionYear	1999
spans	5
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.883444444444443
lon	92.20816666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100373&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100373&vRoadID=102&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100373&vRoadID=102&vSurveyYear=2004&vSubdivID=562
