road	Z6034
km	0.997
type	RCC Girder Bridge
lrpName	LRPSb
name	Thanapara Bazar Bridge
length	7.72
condition	C
structureNr	118813
est cost	0.427
roadName	Faridpur Upazilla Connecting Road
chainage	0.997
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.1635 
lon	89.4419719 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118813&vRoadID=562&vSurveyYear=2013&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118813&vRoadID=562&vSurveyYear=2013&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118813&vRoadID=562&vSurveyYear=2013&vSubdivID=310
