road	Z4104
km	0.601
type	Slab Culvert
lrpName	LRPSe
name	MUKTAGACHA BAZAR
length	1.2
condition	A
structureNr	105759
est cost	0
roadName	Muktagachha-Piarpur Bazar-Karnil Road
chainage	0.601
width	5.66
constructionYear	1995
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.77011111111111
lon	90.25694444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105759&vRoadID=285&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105759&vRoadID=285&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105759&vRoadID=285&vSurveyYear=2004&vSubdivID=530
