road	Z4104
km	14.218
type	Slab Culvert
lrpName	LRP013g
name	KAIDDAPARA
length	2.3
condition	B
structureNr	105813
est cost	0.55
roadName	Muktagachha-Piarpur Bazar-Karnil Road
chainage	14.218
width	4.8
constructionYear	1989
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.86561111111111
lon	90.21366666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105813&vRoadID=285&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105813&vRoadID=285&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105813&vRoadID=285&vSurveyYear=2004&vSubdivID=530
