road	Z8601
km	0.014
type	RCC Girder Bridge
lrpName	LRPSa
name	.
length	46.8
condition	A
structureNr	113449
est cost	0
roadName	Shariatpur (Burirhat)-Goshairhat Road
chainage	0.014
width	8.2
constructionYear	2005
spans	3
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.180777777777777
lon	90.3871388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113449&vRoadID=403&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113449&vRoadID=403&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113449&vRoadID=403&vSurveyYear=2004&vSubdivID=580
