road	Z8034
km	10.223
type	Box Culvert
lrpName	LRP009b
name	.
length	3.67
condition	A
structureNr	112138
est cost	0
roadName	Rahamatpur-Babuganj-Muladi-Hizla Road
chainage	10.223
width	7.25
constructionYear	1990
spans	1
zone	Barisal
circle	Barisal
division	Barisal
sub-division	Barisal-1
lat	22.819166666666668
lon	90.37055555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112138&vRoadID=766&vSurveyYear=2004&vSubdivID=331
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112138&vRoadID=766&vSurveyYear=2004&vSubdivID=331
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112138&vRoadID=766&vSurveyYear=2004&vSubdivID=331
