road	N4
km	29.109
type	Box Culvert
lrpName	LRP028e
name	SHOHAGPUR CULVERT-4
length	4.5
condition	A
structureNr	107043
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	29.109
width	12.7
constructionYear	2000
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Mirzapur
lat	24.09658333333333
lon	90.14280555555557
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107043&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107043&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107043&vRoadID=23&vSurveyYear=2004&vSubdivID=536
