road	N4
km	62.976
type	PC Girder Bridge
lrpName	LRP062b
name	SHIBPUR BRIDGE
length	20.6
condition	B
structureNr	107098
est cost	1.39
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	62.976
width	10
constructionYear	1998
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.280916666666666
lon	89.92286111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107098&vRoadID=23&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107098&vRoadID=23&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107098&vRoadID=23&vSurveyYear=2004&vSubdivID=537
