road	N4
km	73.276
type	Baily with Steel Deck
lrpName	LRP072a
name	SARKAIL BAILEY WITH STEEL DECK
length	64.5
condition	C
structureNr	107093
est cost	1.75
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	73.276
width	4.1
constructionYear	1995
spans	2
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.357194444444445
lon	89.94686111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107093&vRoadID=23&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107093&vRoadID=23&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107093&vRoadID=23&vSurveyYear=2004&vSubdivID=537
