road	N4
km	22.094
type	Box Culvert
lrpName	LRP022c
name	.
length	5.3
condition	A
structureNr	117917
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	22.094
width	12.5
constructionYear	2000
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.083444444444442
lon	90.20180555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117917&vRoadID=23&vSurveyYear=2006&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117917&vRoadID=23&vSurveyYear=2006&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117917&vRoadID=23&vSurveyYear=2006&vSubdivID=514
