road	N4
km	65.173
type	PC Girder Bridge
lrpName	LRP064c
name	Panch Brikramhati Bridge
length	51
condition	B
structureNr	120654
est cost	0.038
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	65.173
width	9.34
constructionYear	1995
spans	2
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.297361111111112
lon	89.91883333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120654&vRoadID=23&vSurveyYear=2013&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120654&vRoadID=23&vSurveyYear=2013&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120654&vRoadID=23&vSurveyYear=2013&vSubdivID=537
