road	N4
km	44.653
type	Box Culvert
lrpName	LRP044c
name	ISLAMPUR (1)
length	9.45
condition	A
structureNr	107004
est cost	1.8
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	44.653
width	10.3
constructionYear	1987
spans	2
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Mirzapur
lat	24.15469444444444
lon	90.01852777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107004&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107004&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107004&vRoadID=23&vSurveyYear=2004&vSubdivID=536
