road	N4
km	16.864
type	Box Culvert
lrpName	LRP016d
name	.
length	5.5
condition	A
structureNr	117910
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	16.864
width	12
constructionYear	2001
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.049166666666668
lon	90.23669444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117910&vRoadID=23&vSurveyYear=2006&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117910&vRoadID=23&vSurveyYear=2006&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117910&vRoadID=23&vSurveyYear=2006&vSubdivID=514
