road	R861
km	3.813
type	Box Culvert
lrpName	LRP003a
name	.
length	13.4
condition	A
structureNr	107815
est cost	0
roadName	Monohar Bazar More at R860-Shariatpur Road
chainage	3.813
width	11
constructionYear	1998
spans	2
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.21388888888889
lon	90.3475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107815&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107815&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107815&vRoadID=172&vSurveyYear=2004&vSubdivID=580
