road	R162
km	49.266
type	Baily with Steel Deck
lrpName	LRP052a
name	Manikchari Bailey Bridge
length	30.5
condition	B
structureNr	121598
est cost	0.317
roadName	Rangamati (Manikchhari)-Mohalchhari-Khagrachhari Road
chainage	49.266
width	
constructionYear	
spans	
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Khagrachari-1
lat	23.009943008796295
lon	92.01291790868056
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121598&vRoadID=83&vSurveyYear=2013&vSubdivID=564
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121598&vRoadID=83&vSurveyYear=2013&vSubdivID=564
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121598&vRoadID=83&vSurveyYear=2013&vSubdivID=564
