road	R162
km	59.736
type	Baily with Steel Deck
lrpName	LRP062a
name	Thakurchari Bridge
length	35.2
condition	C
structureNr	121601
est cost	1.04
roadName	Rangamati (Manikchhari)-Mohalchhari-Khagrachhari Road
chainage	59.736
width	
constructionYear	
spans	
zone	Chittagong
circle	Khagrachari
division	Khagrachari
sub-division	Khagrachari-1
lat	23.08127426
lon	91.97296303538461
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121601&vRoadID=83&vSurveyYear=2013&vSubdivID=564
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121601&vRoadID=83&vSurveyYear=2013&vSubdivID=564
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121601&vRoadID=83&vSurveyYear=2013&vSubdivID=564
