road	Z7045
km	13.843
type	Slab Culvert
lrpName	LRP013a
name	.
length	1.1
condition	A
structureNr	111124
est cost	0
roadName	Terakhada-Mollahat Road
chainage	13.843
width	10
constructionYear	1998
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.975555555555555
lon	89.70472222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111124&vRoadID=694&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111124&vRoadID=694&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111124&vRoadID=694&vSurveyYear=2004&vSubdivID=320
