road	R861
km	1.95
type	Box Culvert
lrpName	LRP001c
name	.
length	6.3
condition	C
structureNr	107808
est cost	22
roadName	Monohar Bazar More at R860-Shariatpur Road
chainage	1.95
width	6
constructionYear	1972
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.203055555555554
lon	90.33805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107808&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107808&vRoadID=172&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107808&vRoadID=172&vSurveyYear=2004&vSubdivID=580
