road	N702
km	40.316
type	Box Culvert
lrpName	LRP040b
name	.
length	2
condition	A
structureNr	110360
est cost	0
roadName	Jessore (Daratana More)-Magura (Vaina More) Road
chainage	40.316
width	12.2
constructionYear	1997
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.19388888888889
lon	89.21583333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110360&vRoadID=51&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110360&vRoadID=51&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110360&vRoadID=51&vSurveyYear=2004&vSubdivID=330
