road	R140
km	75.015
type	RCC Girder Bridge
lrpName	LRP075c
name	SOBUNPUR BRIDGE
length	12
condition	C
structureNr	104536
est cost	0.96
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	75.015
width	6.6
constructionYear	1986
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Chandpur
lat	23.176361111111113
lon	90.70905555555557
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104536&vRoadID=73&vSurveyYear=2004&vSubdivID=802
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104536&vRoadID=73&vSurveyYear=2004&vSubdivID=802
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104536&vRoadID=73&vSurveyYear=2004&vSubdivID=802
