road	R140
km	85.297
type	Slab Culvert
lrpName	LRP085d
name	NARIKEL TOLA SUB
length	1
condition	A
structureNr	104573
est cost	0
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	85.297
width	8.66
constructionYear	1993
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.10677777777778
lon	90.76397222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104573&vRoadID=73&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104573&vRoadID=73&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104573&vRoadID=73&vSurveyYear=2004&vSubdivID=548
