road	R140
km	44.111
type	PC Girder Bridge
lrpName	LRP044b
name	SHELL BRIDGE
length	37.5
condition	B
structureNr	104434
est cost	0.33
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	44.111
width	9.8
constructionYear	1996
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Hajigonj
lat	23.24736111111111
lon	90.88291666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104434&vRoadID=73&vSurveyYear=2004&vSubdivID=542
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104434&vRoadID=73&vSurveyYear=2004&vSubdivID=542
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104434&vRoadID=73&vSurveyYear=2004&vSubdivID=542
