road	R140
km	56.397
type	Slab Culvert
lrpName	LRP056a
name	DEVPUR CULVERT
length	6
condition	C
structureNr	104529
est cost	0.39
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	56.397
width	7.4
constructionYear	1966
spans	1
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Chandpur
lat	23.251416666666668
lon	90.76486111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104529&vRoadID=73&vSurveyYear=2004&vSubdivID=802
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104529&vRoadID=73&vSurveyYear=2004&vSubdivID=802
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104529&vRoadID=73&vSurveyYear=2004&vSubdivID=802
