road	R140
km	91.766
type	RCC Girder Bridge
lrpName	LRP091b
name	DUNDO BARI BRIDGE
length	12
condition	C
structureNr	104531
est cost	0.84
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	91.766
width	4
constructionYear	1989
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.05013888888889
lon	90.77338888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104531&vRoadID=73&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104531&vRoadID=73&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104531&vRoadID=73&vSurveyYear=2004&vSubdivID=548
