road	Z5059
km	10.99
type	Box Culvert
lrpName	LRP010c
name	.
length	2.2
condition	A
structureNr	115282
est cost	0
roadName	Thakurgaon-Ruhea Road
chainage	10.99
width	7.6
constructionYear	1976
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.13125
lon	88.41997222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115282&vRoadID=676&vSurveyYear=2006&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115282&vRoadID=676&vSurveyYear=2006&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115282&vRoadID=676&vSurveyYear=2006&vSubdivID=298
