road	R711
km	2.714
type	RCC Girder Bridge
lrpName	LRP002b
name	.
length	8.53
condition	B
structureNr	107860
est cost	0.06
roadName	Rajbari (Bagmara)-Joukura Ferryghat Road
chainage	2.714
width	4.15
constructionYear	1993
spans	1
zone	Gopalganj
circle	Faridpur
division	Rajbari
sub-division	Rajbari
lat	23.77722222222222
lon	89.59916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107860&vRoadID=146&vSurveyYear=2004&vSubdivID=588
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107860&vRoadID=146&vSurveyYear=2004&vSubdivID=588
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107860&vRoadID=146&vSurveyYear=2004&vSubdivID=588
