road	Z1012
km	3.615
type	RCC Girder Bridge
lrpName	LRP003g
name	Raozan khal Bridge
length	18.03
condition	D
structureNr	121254
est cost	180
roadName	Rangunia (Katakhali)-Raozan Road (Hafez Bazlur Rahaman Road)
chainage	3.615
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.512823660869564
lon	91.9390950826087
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121254&vRoadID=306&vSurveyYear=2013&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121254&vRoadID=306&vSurveyYear=2013&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121254&vRoadID=306&vSurveyYear=2013&vSubdivID=269
