road	Z1012
km	12.294
type	RCC Girder Bridge
lrpName	LRP012g
name	MOHAMONI BIHER BRIDGE
length	16.11
condition	B
structureNr	121259
est cost	0.305
roadName	Rangunia (Katakhali)-Raozan Road (Hafez Bazlur Rahaman Road)
chainage	12.294
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.4506667 
lon	91.9681382 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121259&vRoadID=306&vSurveyYear=2013&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121259&vRoadID=306&vSurveyYear=2013&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121259&vRoadID=306&vSurveyYear=2013&vSubdivID=269
