road	Z1012
km	3.615
type	RCC Girder Bridge
lrpName	LRP003g
name	LAMBA PULL RCC GRIRDER
length	17.2
condition	C
structureNr	102475
est cost	1.35
roadName	Rangunia (Katakhali)-Raozan Road (Hafez Bazlur Rahaman Road)
chainage	3.615
width	3.6
constructionYear	1968
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.512722222222223
lon	91.93947222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102475&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102475&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102475&vRoadID=306&vSurveyYear=2004&vSubdivID=269
