road	Z7404
km	0.976
type	Slab Culvert
lrpName	LRPSc
name	.
length	1.78
condition	C
structureNr	108125
est cost	0.15
roadName	Amtali-Tailtupi-Alamdanga Road
chainage	0.976
width	4.5
constructionYear	1985
spans	1
zone	Khulna
circle	Jessore
division	Jhenaidah
sub-division	Jhenaidah
lat	23.585833333333333
lon	89.16972222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108125&vRoadID=745&vSurveyYear=2004&vSubdivID=326
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108125&vRoadID=745&vSurveyYear=2004&vSubdivID=326
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108125&vRoadID=745&vSurveyYear=2004&vSubdivID=326
