road	Z7404
km	47.82
type	Box Culvert
lrpName	LRP047c
name	.
length	1.93
condition	A
structureNr	108440
est cost	0
roadName	Amtali-Tailtupi-Alamdanga Road
chainage	47.82
width	7.63
constructionYear	2003
spans	1
zone	Khulna
circle	Jessore
division	Jhenaidah
sub-division	Jhenaidah
lat	23.725555555555555
lon	89.00527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108440&vRoadID=745&vSurveyYear=2004&vSubdivID=326
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108440&vRoadID=745&vSurveyYear=2004&vSubdivID=326
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108440&vRoadID=745&vSurveyYear=2004&vSubdivID=326
