road	Z5073
km	13.892
type	Box Culvert
lrpName	LRP014a
name	.
length	4.1
condition	A
structureNr	113560
est cost	0
roadName	Prothomachew-Pirgachha-Matidali Road
chainage	13.892
width	8
constructionYear	2000
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.924083333333336
lon	89.38241666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113560&vRoadID=640&vSurveyYear=2004&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113560&vRoadID=640&vSurveyYear=2004&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113560&vRoadID=640&vSurveyYear=2004&vSubdivID=291
