road	Z5073
km	19.035
type	Truss with Steel Deck
lrpName	LRP019b
name	
length	62.45
condition	A
structureNr	119691
est cost	0
roadName	Prothomachew-Pirgachha-Matidali Road
chainage	19.035
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119691&vRoadID=640&vSurveyYear=2013&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119691&vRoadID=640&vSurveyYear=2013&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119691&vRoadID=640&vSurveyYear=2013&vSubdivID=291
