road	Z1012
km	11.85
type	RCC Girder Bridge
lrpName	LRP012d
name	SHEKPARA BRIDGE
length	5.6
condition	C
structureNr	102495
est cost	1.5
roadName	Rangunia (Katakhali)-Raozan Road (Hafez Bazlur Rahaman Road)
chainage	11.85
width	4.3
constructionYear	1986
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	21.450694444444444
lon	91.96813888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102495&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102495&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102495&vRoadID=306&vSurveyYear=2004&vSubdivID=269
