road	Z1012
km	12.294
type	RCC Girder Bridge
lrpName	LRP012g
name	MOHAMONI BIHER BRIDGE
length	15.8
condition	B
structureNr	102499
est cost	0.28
roadName	Rangunia (Katakhali)-Raozan Road (Hafez Bazlur Rahaman Road)
chainage	12.294
width	3.3
constructionYear	1994
spans	3
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.447416666666665
lon	91.9695
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102499&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102499&vRoadID=306&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102499&vRoadID=306&vSurveyYear=2004&vSubdivID=269
