road	N804
km	27.594
type	PC Girder Bridge
lrpName	LRP027c
name	.
length	13
condition	C
structureNr	110161
est cost	0.54
roadName	Bhanga-Faridpur (Goalchamot) Road
chainage	27.594
width	3.95
constructionYear	1998
spans	1
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.584166666666665
lon	89.83805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110161&vRoadID=63&vSurveyYear=2004&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110161&vRoadID=63&vSurveyYear=2004&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110161&vRoadID=63&vSurveyYear=2004&vSubdivID=341
