road	Z4602
km	9.177
type	Box Culvert
lrpName	LRP009d
name	RANIGON BOX
length	9.4
condition	A
structureNr	105718
est cost	0
roadName	Bangaon-Nalitabari Road
chainage	9.177
width	7.9
constructionYear	1996
spans	2
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.10013888888889
lon	90.17236111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105718&vRoadID=267&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105718&vRoadID=267&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105718&vRoadID=267&vSurveyYear=2004&vSubdivID=534
