road	Z7551
km	0.146
type	Slab Culvert
lrpName	LRPSa
name	.
length	2.85
condition	C
structureNr	108980
est cost	1.5
roadName	Monirampur-Jikorgachha Road
chainage	0.146
width	6.48
constructionYear	1994
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.029444444444444
lon	89.23111111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108980&vRoadID=719&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108980&vRoadID=719&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108980&vRoadID=719&vSurveyYear=2004&vSubdivID=323
